,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
73464,gdb_73465,CC12COC3CC1C2C3,2.74081,1.77587,1.52603,1.5073,81.0,-0.2286,0.0867,0.3153,985.7778,0.185539,-387.106301,-387.09887,-387.097925,-387.137679,30.705
32800,gdb_32801,CCNc1c([nH]cn1)O,3.22721,1.05019,0.83074,1.5896,75.28,-0.1937,0.0446,0.2383,1389.4597,0.149004,-435.294538,-435.285582,-435.284637,-435.328899,32.909
132069,gdb_132070,NC1=C(F)N=COC1=N,2.45661,1.87271,1.06371,1.1697,68.0,-0.2053,-0.0433,0.1619,1007.5674,0.09001,-494.064654,-494.057333,-494.056388,-494.096348,28.029
121815,gdb_121816,COCCC(C)(O)C#N,3.36425,0.74621,0.70304,3.8788,76.87,-0.2642,0.0168,0.281,1674.1117,0.167476,-440.285245,-440.27434,-440.273395,-440.321777,38.178
54508,gdb_54509,NC(=O)C12CC1CC=C2,3.15889,1.40993,1.13172,3.3758,77.82,-0.2336,0.0052,0.2388,1098.1776,0.149184,-401.98684,-401.978879,-401.977935,-402.019356,31.392
79087,gdb_79088,CC12C(O)C3C1C=CC23,2.92448,1.62514,1.38658,1.3774,79.04,-0.2186,0.0037,0.2223,999.6866,0.159525,-385.837336,-385.829606,-385.828662,-385.868919,31.475
55369,gdb_55370,NC(=O)C1OCC2OC12,3.25209,1.37239,1.19356,3.3934,64.42,-0.2433,0.0321,0.2754,1046.3196,0.124688,-475.03574,-475.027792,-475.026848,-475.068844,29.554
60322,gdb_60323,CC(O)COC(=O)C#C,3.04338,0.8568,0.77634,1.9584,72.67,-0.2745,-0.0478,0.2267,1502.7002,0.13235,-458.953188,-458.943149,-458.942204,-458.989349,35.264
60101,gdb_60102,CC(C)CC12CC1CO2,3.43178,0.96524,0.89924,1.4285,86.28,-0.2288,0.0765,0.3053,1443.418,0.204495,-388.2582,-388.248546,-388.247602,-388.293131,36.577
46149,gdb_46150,O=C1CCC(OC1)C#N,4.39109,1.01786,0.86739,3.15,69.84,-0.2542,-0.0409,0.2133,1260.5331,0.124551,-437.913391,-437.90534,-437.904395,-437.946459,29.584
72925,gdb_72926,OC12CCC1C1CC2C1,2.50364,1.9534,1.52845,1.2288,80.82,-0.2523,0.0815,0.3338,967.4541,0.185271,-387.066194,-387.058987,-387.058043,-387.097148,31.025
95801,gdb_95802,CC1CCOC(C)C1O,2.34277,1.46955,1.08455,1.7074,81.63,-0.246,0.0764,0.3224,1228.3661,0.206335,-425.448006,-425.438663,-425.437719,-425.481315,36.71
46928,gdb_46929,O=C1OCC2NC2CO1,3.44719,1.41997,1.10564,5.4725,65.08,-0.2772,0.0369,0.3141,1053.1319,0.126349,-475.020952,-475.013594,-475.01265,-475.053274,27.762
119556,gdb_119557,OCCC12CC1OC2=O,3.13255,1.04798,0.86576,3.091,68.18,-0.2666,-0.0015,0.2651,1314.0565,0.134954,-458.952226,-458.943584,-458.942639,-458.98634,31.373
93899,gdb_93900,CC1OCC(O)C2CC12,2.83426,1.42324,1.13438,1.9944,77.76,-0.2403,0.0764,0.3167,1148.6198,0.183425,-424.220485,-424.211841,-424.210897,-424.253489,33.898
102021,gdb_102022,CCC(C=O)C(=O)CO,2.39545,1.01716,0.80768,3.1561,73.66,-0.2668,-0.0632,0.2035,1462.8842,0.155013,-460.187969,-460.177334,-460.17639,-460.225376,36.289
26540,gdb_26541,Cc1c(c(=O)cc[nH]1)O,2.36437,1.84527,1.04317,5.8766,76.98,-0.2024,-0.0175,0.1849,1089.5774,0.125898,-437.962572,-437.954596,-437.953652,-437.99509,30.31
107673,gdb_107674,COC12CC1OCOC2,3.24283,1.32987,1.11716,1.7768,71.13,-0.2463,0.0855,0.3318,1133.3561,0.15931,-460.126497,-460.11816,-460.117215,-460.159414,31.6
16844,gdb_16845,N=C1OC2CC2C=C1,4.14401,2.0643,1.54826,4.1297,69.65,-0.2363,-0.0358,0.2005,810.9622,0.121075,-362.662501,-362.656176,-362.655232,-362.693013,24.926
28085,gdb_28086,c1c(c[nH]c1O)OC=O,6.24483,0.81451,0.74389,5.0458,66.22,-0.2033,0.0077,0.211,1413.1237,0.100303,-473.867279,-473.858949,-473.858005,-473.90082,29.987
45939,gdb_45940,N=C1OCC(=O)C11CN1,2.29739,2.01096,1.1702,2.2011,68.09,-0.2538,-0.0508,0.203,999.2633,0.113566,-453.949471,-453.941898,-453.940954,-453.981853,28.172
58273,gdb_58274,CC(C)C(C)NC(N)=O,2.53878,0.93568,0.88077,3.3733,82.8,-0.2429,0.0582,0.3011,1505.1756,0.204277,-421.663073,-421.651785,-421.650841,-421.699744,41.309
104768,gdb_104769,CCC1(CO)CN1C=O,2.2357,1.20941,1.0495,2.3561,76.66,-0.2546,-0.0047,0.2498,1261.8835,0.169022,-440.277823,-440.267827,-440.266882,-440.31304,35.907
9981,gdb_9982,C#CCC(C=O)C=O,2.70931,1.5064,1.00742,1.6385,64.71,-0.2622,-0.056,0.2061,1087.3441,0.102725,-382.519529,-382.510762,-382.509818,-382.553892,29.664
103932,gdb_103933,COC1(C)CC2(C)CC12,3.11312,1.16711,1.07292,1.1506,86.43,-0.2375,0.0868,0.3244,1283.5475,0.203677,-388.264101,-388.254287,-388.253342,-388.298028,37.842
82869,gdb_82870,CC12CN3CC1C(O)C23,2.5224,1.93637,1.43758,2.2383,77.89,-0.2202,0.0628,0.283,977.8404,0.172657,-403.085986,-403.078451,-403.077507,-403.117298,31.233
133320,gdb_133321,c1c(c(c(nn1)F)N)F,2.41552,1.80902,1.035,4.7584,60.84,-0.2454,-0.0387,0.2067,1001.1974,0.077136,-518.071343,-518.064216,-518.063272,-518.102862,27.057
103420,gdb_103421,CCC1(C)C2CC2C1C,2.10494,1.37108,1.27647,0.1924,91.84,-0.2481,0.0861,0.3341,1240.8379,0.228248,-352.338279,-352.328342,-352.327397,-352.372314,38.994
122101,gdb_122102,NCC(OCCO)C#N,1.92318,1.05194,0.76827,3.8877,73.13,-0.2576,0.0105,0.2681,1515.0796,0.158175,-456.329855,-456.319422,-456.318478,-456.366534,36.245
92652,gdb_92653,CC1OC2CCCOC12,2.68722,1.55552,1.233,1.5461,78.47,-0.2432,0.0869,0.3301,1104.7862,0.184095,-424.223429,-424.215266,-424.214322,-424.256087,31.897
16343,gdb_16344,COC12CC1OC2C,3.13583,1.84485,1.44125,2.0771,67.79,-0.2296,0.0769,0.3065,935.4159,0.151746,-384.883885,-384.875602,-384.874658,-384.916516,30.535
35674,gdb_35675,N#CC1CCC(C1)C#N,4.39006,0.97402,0.92131,0.3247,75.91,-0.3248,0.0115,0.3364,1256.82,0.138213,-380.919033,-380.910753,-380.909809,-380.95366,30.03
106285,gdb_106286,OCC12CC(O)(C1)C2O,2.82147,1.25228,1.02953,0.4938,72.09,-0.2556,0.073,0.3286,1193.5749,0.15765,-460.103341,-460.094059,-460.093115,-460.137078,35.124
32489,gdb_32490,COc1coc(n1)C=O,4.86346,0.98323,0.82213,3.4054,71.24,-0.2355,-0.0772,0.1583,1308.3487,0.100299,-473.850038,-473.841954,-473.84101,-473.883419,28.059
44222,gdb_44223,N=C1OC2C1NC21CC1,4.1784,1.24563,1.15483,3.5614,74.39,-0.2318,0.018,0.2498,1091.9892,0.136838,-417.950355,-417.942956,-417.942012,-417.982363,29.175
82995,gdb_82996,OC1C2OC3COC2C13,3.78113,1.60754,1.49116,1.0068,65.83,-0.2326,0.0698,0.3025,904.6408,0.138884,-458.934848,-458.928543,-458.927599,-458.96525,26.516
113817,gdb_113818,CCC1CN1C1CC1C,3.82936,0.84081,0.7478,1.2123,91.8,-0.2208,0.0887,0.3094,1647.3399,0.216219,-368.374259,-368.364029,-368.363085,-368.410022,38.065
58806,gdb_58807,CC(O)C12CC(C)C1O2,3.50807,1.03674,0.97328,1.4521,78.62,-0.248,0.0676,0.3156,1333.8651,0.180194,-424.194778,-424.185077,-424.184133,-424.229221,36.404
3499,gdb_3500,N#CC1C2CN1C2,7.3854,2.09461,2.0073,4.2888,58.78,-0.2563,0.0014,0.2577,653.5389,0.103909,-303.423742,-303.418258,-303.417314,-303.452931,20.828
7693,gdb_7694,CC1(C)CC2CC1C2,3.24611,1.98403,1.77959,0.0669,80.88,-0.2879,0.0855,0.3734,893.994,0.202456,-313.068843,-313.06137,-313.060426,-313.09971,31.248
89125,gdb_89126,OC1CC1CCOC=N,5.31329,0.56389,0.53677,4.6766,79.2,-0.2564,0.0261,0.2824,2029.0617,0.1692,-440.257708,-440.247486,-440.246542,-440.295283,35.46
11165,gdb_11166,N=C1COC(O1)C#N,4.1811,1.6419,1.43838,2.4046,55.72,-0.2964,-0.0107,0.2858,845.2736,0.084543,-414.668982,-414.66224,-414.661296,-414.700493,23.844
19902,gdb_19903,O=CN1C2C3OC3C12,6.33317,1.46139,1.42849,4.297,59.7,-0.2452,0.0027,0.2478,854.8716,0.09421,-398.504519,-398.498188,-398.497244,-398.535212,23.754
16737,gdb_16738,O=CC1=CC2OC2C1,5.69064,1.45219,1.26328,3.0046,65.41,-0.2551,-0.0701,0.185,917.4715,0.107337,-382.539306,-382.532779,-382.531835,-382.57017,24.452
107194,gdb_107195,OCC12OC1C1C(O)C21,3.46311,1.21443,1.145,3.1413,67.63,-0.2335,0.0421,0.2756,1112.5848,0.134398,-458.865881,-458.857739,-458.856795,-458.898659,31.457
28472,gdb_28473,Cc1cnc(cc1N)O,3.14074,1.34842,0.94959,2.9167,80.16,-0.2153,0.0035,0.2188,1196.4508,0.13811,-418.091499,-418.083386,-418.082442,-418.123634,31.972
23925,gdb_23926,FC(F)(F)C1CCO1,3.71367,1.64669,1.5031,2.6748,46.49,-0.2692,0.0618,0.3309,834.045,0.092242,-530.087513,-530.080383,-530.079439,-530.11977,25.087
54172,gdb_54173,CC(=O)C1(C)CC1C=O,2.19233,1.25876,1.05769,4.201,77.91,-0.2414,-0.0359,0.2055,1246.4087,0.155869,-423.051359,-423.041539,-423.040594,-423.086445,35.524
83487,gdb_83488,CC1C2COC1C(=O)C2,2.80209,1.49255,1.43331,3.6619,74.46,-0.2272,-0.0186,0.2085,1019.7836,0.160808,-423.055828,-423.048189,-423.047245,-423.087724,30.236
10464,gdb_10465,C#CC1(CC1)OC=O,3.01364,1.65582,1.20621,3.9264,65.18,-0.2629,-0.0016,0.2613,978.3711,0.104153,-382.506584,-382.498553,-382.497609,-382.53937,28.785
39128,gdb_39129,C1C2COC3(COC3)C12,3.45352,1.38125,1.24328,2.6735,74.37,-0.2455,0.0755,0.321,1062.7976,0.160689,-422.995057,-422.987572,-422.986628,-423.027294,29.291
47198,gdb_47199,N=C1OCC=CC11CO1,2.67965,1.77684,1.161,3.8446,73.73,-0.2531,-0.0111,0.2421,1026.5809,0.124816,-437.872444,-437.864794,-437.86385,-437.90545,28.717
60617,gdb_60618,CC1CC1C(O)C(C)=O,2.76678,1.09853,0.86859,2.8673,79.59,-0.2555,-0.0239,0.2316,1386.68,0.179647,-424.237387,-424.227065,-424.22612,-424.273315,37.373
79061,gdb_79062,CC12C=CC3C(C13)C2O,2.18419,1.96974,1.69514,1.5522,78.48,-0.2262,0.0083,0.2345,944.1205,0.160158,-385.867483,-385.859966,-385.859021,-385.898774,31.261
78112,gdb_78113,CC1C2C1(C)CC2(C)O,2.55571,1.29572,1.05356,1.13,86.7,-0.2355,0.0786,0.3141,1280.3357,0.203344,-388.27495,-388.264924,-388.263979,-388.308767,39.074
95251,gdb_95252,OC1CCC2OC2CC1,2.59798,1.4434,1.14511,2.8823,77.16,-0.2538,0.0617,0.3155,1137.0909,0.184492,-424.221114,-424.212924,-424.21198,-424.253444,32.875
110360,gdb_110361,OCC1C2C1C(O)C2O,3.12435,1.08028,0.9608,2.4907,71.6,-0.2446,0.0605,0.305,1268.7953,0.15861,-460.109566,-460.100523,-460.099579,-460.143597,34.137
130534,gdb_130535,c1cnc-2onncc12,3.78476,1.63713,1.1428,4.1808,77.85,-0.2507,-0.1276,0.1231,953.8145,0.074446,-431.613869,-431.607826,-431.606882,-431.644077,24.601
99869,gdb_99870,CCC(O)(C#N)C(C)O,2.06628,1.4177,1.0483,4.8975,75.29,-0.2923,0.0285,0.3208,1239.398,0.167779,-440.302071,-440.291391,-440.290447,-440.337197,39.044
14303,gdb_14304,CC1C2CC(C)OC12,3.43575,1.6967,1.60458,1.3035,74.38,-0.2323,0.0828,0.3152,938.1309,0.177647,-349.002232,-348.994309,-348.993365,-349.034268,30.57
32836,gdb_32837,CCCc1cc(co1)N,5.4778,0.74338,0.69104,1.527,83.96,-0.187,0.0323,0.2192,1687.9158,0.171272,-403.182476,-403.173008,-403.172063,-403.217353,34.963
67789,gdb_67790,CC12C=CC3C4C3C1C24,3.10906,1.972,1.4682,0.5386,82.61,-0.2126,0.0273,0.2399,935.4032,0.16105,-348.71159,-348.704798,-348.703854,-348.742066,29.483
61421,gdb_61422,CC(NC(N)=O)C(N)=O,2.58014,1.14288,0.92785,3.8703,69.66,-0.2314,0.0276,0.259,1294.6564,0.147724,-472.488055,-472.47816,-472.477216,-472.523062,36.345
6078,gdb_6079,CC(C)C#CC(=O)C,4.39639,0.8757,0.75695,3.6016,79.89,-0.2519,-0.0441,0.2077,1520.296,0.150397,-347.807615,-347.797622,-347.796678,-347.844599,33.994
58431,gdb_58432,CC(O)C1(C)C2CC1C2,2.71152,1.31439,1.19944,1.4093,85.32,-0.2549,0.0755,0.3304,1188.6345,0.205627,-388.230998,-388.221753,-388.220808,-388.264609,36.668
56522,gdb_56523,CC(O)(C#C)C(N)C#N,1.93958,1.63659,1.11919,3.863,74.34,-0.2593,0.0124,0.2717,1132.382,0.132997,-417.973835,-417.963739,-417.962794,-418.008326,37.255
73084,gdb_73085,CC12CCC1N=COC2,2.43875,1.77271,1.38361,2.0009,78.41,-0.2394,0.0232,0.2627,1021.179,0.173171,-403.156846,-403.149032,-403.148088,-403.188727,31.169
86397,gdb_86398,CC1CC(C)C2(CO2)C1,2.61048,1.30117,0.97809,1.8167,85.29,-0.2547,0.0745,0.3293,1307.7633,0.205551,-388.298262,-388.288971,-388.288027,-388.332339,36.023
73939,gdb_73940,CC1=C(COC1=N)C#C,3.13839,1.30574,0.93278,2.7269,86.32,-0.2381,-0.0533,0.1848,1200.9449,0.123443,-400.755872,-400.747241,-400.746297,-400.789207,31.735
88637,gdb_88638,CC1CC1N1CC(=O)C1,3.85531,0.9524,0.85846,2.6547,80.79,-0.2139,-0.0226,0.1913,1389.0484,0.16948,-403.116509,-403.107521,-403.106576,-403.150723,33.676
42975,gdb_42976,O=C1C2CC2CC11CN1,2.77766,1.68821,1.28289,2.9596,76.24,-0.2466,-0.0213,0.2253,1012.6181,0.149945,-401.947297,-401.939954,-401.93901,-401.978992,29.272
109801,gdb_109802,OCC1C(O)C1C1CC1,2.88127,1.03875,0.91764,2.4756,79.41,-0.2379,0.0573,0.2952,1366.3622,0.182563,-424.18366,-424.174372,-424.173428,-424.218219,35.321
10026,gdb_10027,COC(C#C)C#CC,2.40245,1.38913,0.91519,1.8673,75.93,-0.2555,0.015,0.2705,1264.1747,0.126244,-346.522428,-346.512609,-346.511665,-346.558247,33.074
63799,gdb_63800,CC1(C)OC2C3CC1C23,2.94105,1.67399,1.49431,1.4419,80.42,-0.2228,0.0832,0.3059,999.666,0.183163,-387.070773,-387.062901,-387.061956,-387.102411,32.556
59317,gdb_59318,CC(O)C1NC(=O)C1C,2.79233,1.15481,0.88999,4.0492,76.09,-0.2433,0.0345,0.2778,1325.3965,0.169081,-440.311954,-440.301911,-440.300967,-440.346971,36.614
113224,gdb_113225,CCN1CC1(C)C1CO1,3.61358,0.89132,0.87362,2.1724,84.0,-0.2279,0.0859,0.3138,1478.0454,0.191942,-404.298735,-404.288713,-404.287769,-404.334139,36.812
33399,gdb_33400,N#C[C-](C#N)C1C[NH2+]C1,2.85921,1.27232,1.01764,12.3381,78.59,-0.165,-0.0112,0.1539,1160.4101,0.126662,-396.87678,-396.868505,-396.867561,-396.910956,29.869
61710,gdb_61711,CC(C=O)(C=O)NC=O,2.03417,1.5093,1.10928,2.648,67.6,-0.2619,-0.0712,0.1907,1121.0707,0.120729,-475.064715,-475.05517,-475.054226,-475.099341,33.25
53108,gdb_53109,CC#CC1C(C)CC1=O,2.51622,1.05056,0.8259,2.6384,85.92,-0.2293,-0.0193,0.2099,1456.8216,0.156323,-385.881515,-385.871423,-385.870479,-385.918804,35.316
73024,gdb_73025,CC12COC1C2C1CC1,2.80054,1.20077,1.03036,1.7173,83.27,-0.2261,0.0784,0.3045,1272.9564,0.182139,-387.032473,-387.023724,-387.02278,-387.066268,33.499
123421,gdb_123422,c1nnnn1CC2CC2,4.86274,0.96911,0.89683,5.8784,73.13,-0.2789,-0.0114,0.2675,1300.5054,0.137801,-414.155533,-414.147759,-414.146815,-414.189339,28.15
61076,gdb_61077,OC(C=O)C1CCCO1,3.44917,1.06455,0.88053,2.8099,72.22,-0.253,-0.0337,0.2193,1315.7952,0.158853,-460.177239,-460.168373,-460.167429,-460.211743,32.288
132889,gdb_132890,c1c(nc(c(=O)[nH]1)F)O,3.08586,1.44975,0.98636,3.6781,62.45,-0.2156,-0.0637,0.1519,1058.4215,0.078076,-513.966795,-513.959726,-513.958782,-513.998376,26.847
43525,gdb_43526,O=C1CC(C#C)C(=O)C1,2.22955,1.49368,1.09315,1.3778,71.15,-0.2475,-0.0508,0.1967,1106.8412,0.110152,-420.636905,-420.62852,-420.627576,-420.670836,30.774
71763,gdb_71764,CC12CC3C4CC1C2C34,3.06944,1.78423,1.5581,0.049,84.04,-0.2387,0.0891,0.3277,964.4916,0.18613,-349.969155,-349.962252,-349.961307,-349.999822,29.823
100003,gdb_100004,CCC(C)(O)C(C)C=O,2.49286,1.06191,0.94104,2.9234,82.07,-0.2434,-0.0168,0.2266,1399.247,0.201393,-425.444221,-425.43284,-425.431896,-425.480655,41.453
19177,gdb_19178,CN1C2C(O)C1C2O,3.52902,1.88571,1.44578,2.4807,65.34,-0.2166,0.066,0.2826,883.2357,0.141452,-400.905574,-400.897999,-400.897055,-400.936911,29.535
76707,gdb_76708,OC1C(O)C1NCC#N,3.30037,0.87675,0.83895,5.9925,69.4,-0.2228,0.0191,0.2419,1398.1993,0.135034,-455.104312,-455.094941,-455.093997,-455.139168,33.766
21250,gdb_21251,COc1c([nH]nn1)O,3.55252,1.94472,1.26679,3.0748,56.66,-0.2072,0.0093,0.2166,890.2907,0.095895,-431.895237,-431.887727,-431.886783,-431.927479,26.348
101471,gdb_101472,CC(CO)C1OCCO1,3.73148,0.93958,0.86758,2.1628,74.95,-0.2523,0.0797,0.3319,1407.598,0.181943,-461.359879,-461.35006,-461.349116,-461.395353,34.974
25802,gdb_25803,Cc1cnc(o1)C(=O)C,4.08027,1.11027,0.8823,3.0483,76.76,-0.2483,-0.0606,0.1877,1289.7427,0.123069,-437.950904,-437.942127,-437.941183,-437.985147,30.653
91305,gdb_91306,CN1CC2OC(C#C)C12,2.49986,1.54293,1.12658,2.2757,78.73,-0.2141,0.0216,0.2357,1121.7831,0.146014,-401.852683,-401.84418,-401.843236,-401.885907,31.997
130240,gdb_130241,NC1=NOC(=N)NC1=N,3.2605,1.48133,1.01944,2.5041,70.93,-0.2291,-0.0469,0.1822,1078.3505,0.102472,-466.178933,-466.171114,-466.17017,-466.211365,29.833
35792,gdb_35793,N#CC1CCN2CC2C1,3.73647,1.13306,0.96424,3.0245,79.29,-0.237,0.0357,0.2727,1222.9261,0.162223,-382.069057,-382.06123,-382.060285,-382.101504,30.438
96873,gdb_96874,CN=C1OC(C)OC1C,2.24262,1.4314,0.94234,1.4401,79.01,-0.2495,0.0284,0.2778,1301.6093,0.169143,-440.314123,-440.304272,-440.303328,-440.349495,34.965
68198,gdb_68199,OC12CC(C1)C(C2)C#C,3.60568,1.19348,1.11418,0.6966,80.82,-0.2528,0.0512,0.3039,1147.4975,0.159617,-385.848227,-385.84018,-385.839236,-385.880371,32.718
128256,gdb_128257,CNc1nc(no1)C#C,7.06411,0.91094,0.81199,3.3947,74.71,-0.2354,-0.0279,0.2075,1347.4467,0.100382,-432.835122,-432.82663,-432.825686,-432.868668,29.982
4500,gdb_4501,Cc1c([nH]c(n1)C)O,3.5452,1.76227,1.19463,2.3466,68.71,-0.1858,0.0488,0.2347,994.4398,0.129949,-379.972367,-379.963729,-379.962785,-380.00557,30.545
92764,gdb_92765,CC1CC=C(C1)C1CO1,3.69361,0.96334,0.82889,1.7017,86.37,-0.231,0.0129,0.2439,1446.7025,0.18279,-387.088949,-387.080158,-387.079214,-387.122821,33.321
42591,gdb_42592,O=C1C2C3C4C3C1OC24,3.29681,2.00052,1.7977,3.2867,65.71,-0.2267,-0.0171,0.2096,793.6133,0.115485,-420.603922,-420.598353,-420.597409,-420.63374,23.761
42514,gdb_42515,O=C1C(OC11CC1)C#N,3.17245,1.24352,1.05424,4.3458,69.42,-0.2763,-0.0588,0.2175,1123.7568,0.099146,-436.668976,-436.661001,-436.660057,-436.702093,28.855
119506,gdb_119507,COCC12OC1C1NC21,3.96588,1.03844,0.94214,2.8478,72.42,-0.2198,0.0556,0.2754,1293.0149,0.145681,-438.961057,-438.952612,-438.951668,-438.994812,31.351
124390,gdb_124391,CC(C#C)C1=CN=NO1,3.28653,1.13707,1.04144,3.8332,73.09,-0.274,-0.041,0.2331,1175.4374,0.110798,-416.752464,-416.74403,-416.743086,-416.786286,30.42
16577,gdb_16578,C1OC2COCC1O2,3.15363,2.62572,2.19534,1.1868,59.02,-0.2433,0.0858,0.3291,704.6653,0.133704,-420.875167,-420.86925,-420.868306,-420.904998,23.605
126124,gdb_126125,CCC(=O)c1cc[nH]n1,4.4801,1.00405,0.82849,4.1498,76.55,-0.2413,-0.0353,0.2061,1360.6919,0.136868,-418.057523,-418.048959,-418.048015,-418.09178,30.695
70491,gdb_70492,CC12CC1CC=C2C#C,2.64593,1.50896,1.11581,0.6885,90.4,-0.2188,-0.0169,0.2019,1138.6238,0.158592,-348.732951,-348.724447,-348.723502,-348.765546,33.562
18982,gdb_18983,C1OC2C3NC2C3O1,4.46032,2.33417,1.91331,1.2814,59.71,-0.2444,0.0753,0.3197,704.4649,0.122161,-399.719784,-399.714365,-399.713421,-399.74907,22.315
60714,gdb_60715,CC(C=O)C(=O)C(N)=N,3.2438,1.00881,0.87652,4.6282,71.59,-0.2522,-0.0676,0.1846,1328.8051,0.133274,-455.179832,-455.169786,-455.168842,-455.215672,35.08
70889,gdb_70890,CC12CC3(C)CC1C2C3,3.15007,1.4459,1.36075,0.0469,88.38,-0.2493,0.0838,0.3332,1101.7354,0.207976,-351.18652,-351.178488,-351.177544,-351.21816,33.755
7142,gdb_7143,CCOC(=N)CCO,3.52319,0.98982,0.81569,1.6054,69.91,-0.256,0.029,0.285,1419.2649,0.164074,-402.20667,-402.196939,-402.195995,-402.242336,33.574
60146,gdb_60147,CC(C)CC1CC(=N)O1,3.93625,0.82509,0.73052,2.8139,84.78,-0.2594,0.0302,0.2896,1615.7521,0.193115,-404.363872,-404.354043,-404.353098,-404.399286,36.422
75137,gdb_75138,CC1=CNC(C1=O)(C)C,2.5525,1.46188,1.1727,4.0978,83.11,-0.2075,-0.0231,0.1844,1157.3233,0.169739,-403.203864,-403.194189,-403.193245,-403.237993,35.986
9768,gdb_9769,CCC1(C)CCOC1,3.49734,1.42359,1.38209,1.5098,76.97,-0.2448,0.0756,0.3203,1057.0689,0.200813,-350.218581,-350.209736,-350.208792,-350.252204,33.236
81966,gdb_81967,CC1C2NC2C(O)C1C,2.36501,1.62755,1.21201,2.2637,80.29,-0.2345,0.0687,0.3032,1122.8575,0.195721,-404.337296,-404.328431,-404.327487,-404.370342,35.233
48231,gdb_48232,C#CC(=O)N(C=O)C=O,2.78198,1.3781,0.92158,1.4482,64.99,-0.2769,-0.0851,0.1919,1140.5352,0.074198,-472.639595,-472.630779,-472.629835,-472.675766,29.638
110871,gdb_110872,CC1CC2C(CO)C2C1,2.55724,1.14382,1.02331,1.9766,84.54,-0.2523,0.0708,0.3231,1318.8122,0.20715,-388.287054,-388.277866,-388.276921,-388.321276,35.555
35084,gdb_35085,N#CC1C=CC2CN1C2,3.39268,1.46587,1.28197,4.7555,76.5,-0.2351,-0.013,0.2221,1005.7138,0.13888,-380.84651,-380.839542,-380.838598,-380.877831,27.924
115085,gdb_115086,COC1CC=CNC1=O,2.36558,1.61154,1.17237,2.0605,75.12,-0.2184,-0.0087,0.2097,1098.0837,0.14852,-439.12014,-439.111558,-439.110614,-439.153603,31.729
74568,gdb_74569,CC1=CC2C(C=O)N2C1,2.58046,1.6419,1.32789,1.4298,79.53,-0.2242,-0.0301,0.1941,1030.9338,0.14722,-401.940946,-401.932807,-401.931862,-401.973498,30.882
28662,gdb_28663,C#Cc1cnc(cn1)O,6.00187,1.04195,0.88782,1.5187,80.05,-0.2368,-0.0555,0.1814,1202.7358,0.090195,-415.6319,-415.624692,-415.623748,-415.663596,27.528
76225,gdb_76226,CC1C(C)=CC2OC12C,2.61703,1.50003,1.16246,1.9368,83.76,-0.2313,0.0092,0.2406,1160.5785,0.180964,-387.099732,-387.090483,-387.089539,-387.133049,35.532
89587,gdb_89588,OC1CC2(C1)CCCO2,4.17388,1.00049,0.9551,1.8307,78.33,-0.2351,0.0764,0.3115,1310.9746,0.183276,-424.224515,-424.215994,-424.21505,-424.257953,33.202
123183,gdb_123184,C1CN1CCOCCO,5.01537,0.56908,0.54797,2.5509,80.4,-0.2392,0.0775,0.3167,2059.9368,0.193176,-441.430602,-441.420386,-441.419442,-441.467595,36.212
37512,gdb_37513,C1C2CC3C4OC(C24)C13,3.18655,2.11745,1.87562,1.8482,75.51,-0.2333,0.0839,0.3172,823.3123,0.164864,-385.879923,-385.874537,-385.873593,-385.909277,24.9
66667,gdb_66668,CC12C3C4N1C4(C#C)C23,4.27153,1.26309,1.19031,1.996,81.01,-0.2165,0.0184,0.2349,1075.9484,0.122239,-363.461723,-363.454035,-363.453091,-363.493555,30.303
17189,gdb_17190,CC1C2CC1C21CO1,4.92193,1.5959,1.43486,1.8996,72.45,-0.253,0.0982,0.3512,925.2272,0.154075,-347.726092,-347.719061,-347.718116,-347.756915,28.025
98877,gdb_98878,OCC(=N)N1CCN=C1,4.07772,1.0031,0.81737,1.3126,77.32,-0.2248,-0.0072,0.2176,1362.1136,0.148805,-435.26637,-435.257392,-435.256448,-435.300873,31.794
120323,gdb_120324,CCOC1C2CCOC12,3.0335,1.10487,1.04802,2.3477,78.48,-0.2246,0.0734,0.298,1287.2771,0.182819,-424.201344,-424.192451,-424.191506,-424.235601,32.968
88555,gdb_88556,CC1OC1C12CN1CC2,3.03026,1.30607,1.16785,1.9345,78.94,-0.2374,0.0782,0.3155,1153.6976,0.170803,-403.08284,-403.074379,-403.073435,-403.11631,32.33
43855,gdb_43856,C1CC12CC=CC(=O)O2,2.83333,1.56869,1.15576,4.6837,74.78,-0.2585,-0.0454,0.2131,1064.8494,0.136624,-421.858658,-421.851159,-421.850215,-421.890671,29.404
71190,gdb_71191,CC12CC3C(C13)N2C=O,2.66818,1.63812,1.29361,4.2012,76.92,-0.2304,0.0181,0.2485,1027.6796,0.147457,-401.913351,-401.905579,-401.904635,-401.945537,30.233
111242,gdb_111243,COC1C2CC1OCO2,3.50892,1.25296,1.16131,1.2783,70.98,-0.2366,0.0846,0.3212,1130.5434,0.16007,-460.119024,-460.111076,-460.110132,-460.15153,30.488
79237,gdb_79238,CC12NC3C(C1O)C23O,2.42908,1.67899,1.41447,3.4571,70.97,-0.2197,0.0579,0.2776,996.9328,0.147513,-439.012336,-439.004221,-439.003277,-439.044401,32.341
